,Question,Answer
10,निवासी एम-आधार ऐप पर प्रोफ़ाइल कैसे बना सकते हैं?,"केवल पंजीकृत मोबाइल नंबर से जुड़ा आधार वाला व्यक्ति ही mAadhaar ऐप में आधार प्रोफ़ाइल बना सकता है। वे किसी भी स्मार्टफोन में इंस्टॉल ऐप में अपना प्रोफाइल रजिस्टर कर सकते हैं। हालाँकि ओटीपी केवल उनके पंजीकृत मोबाइल पर भेजा जाएगा। आधार प्रोफ़ाइल पंजीकृत करने के चरण नीचे दिए गए हैं:
ऐप लॉन्च करें.मुख्य डैशबोर्ड के शीर्ष पर रजिस्टर आधार टैब पर टैप करें4 अंकों का पिन/पासवर्ड बनाएं (इस पासवर्ड को याद रखें, क्योंकि प्रोफ़ाइल तक पहुंचने के लिए इसकी आवश्यकता होगी)वैध आधार प्रदान करें और वैध कैप्चा दर्ज करेंवैध ओटीपी दर्ज करें और सबमिट करेंप्रोफ़ाइल पंजीकृत होनी चाहिएपंजीकृत टैब अब पंजीकृत आधार नाम प्रदर्शित करेगासबसे नीचे मेनू पर माय आधार टैब पर टैप करें4-अंकीय पिन/पासवर्ड दर्ज करेंमेरा आधार डैशबोर्ड प्रकट होता है|"
11,निवासी प्रोफ़ाइल कैसे देख सकते हैं?,"प्रोफ़ाइल को मुख्य डैशबोर्ड में शीर्ष पर प्रोफ़ाइल सारांश (प्रोफ़ाइल छवि, नाम और सियान टैब पर आधार संख्या) पर टैप करके देखा जा सकता है।"
12,"क्या mAadhaar ऐप के माध्यम से आधार विवरण जैसे DOB, मोबाइल नंबर, पता आदि को अपडेट करने की कोई प्रक्रिया है?","नहीं, mAadhaar ऐप का उपयोग केवल पता अपडेट करने के लिए किया जा सकता है।"
13,क्या mAadhaar का उपयोग करने के लिए पंजीकृत मोबाइल नंबर होना अनिवार्य है?,"नहीं, भारत में कोई भी व्यक्ति जिसके पास स्मार्टफोन है वह mAadhaar ऐप इंस्टॉल और उपयोग कर सकता है। हालांकि mAadhaar में आधार प्रोफाइल बनाने के लिए रजिस्टर्ड मोबाइल नंबर की जरूरत होती है.
आधार पंजीकृत मोबाइल नंबर के बिना निवासी केवल कुछ ही सेवाओं का लाभ उठा पाएंगे जैसे आधार पीवीसी कार्ड ऑर्डर करना, नामांकन केंद्र का पता लगाना, आधार सत्यापित करना, क्यूआर कोड स्कैन करना आदि।"
14,"क्या mAadhaar ऐप के माध्यम से आधार विवरण जैसे DOB, मोबाइल नंबर, पता आदि को अपडेट करने की कोई प्रक्रिया है?","नहीं, mAadhaar ऐप का उपयोग केवल पता अपडेट करने के लिए किया जा सकता है।"
15,आधार क्या है?,"आधार, विभिन्न भारतीय भाषाओँ में जिसका अर्थ है “बुनियाद” यह पद यूआईडीएआई द्वारा जारी यूनिक आइडेंटिटी नम्बर के रूप में प्रयुक्त होता है, कोई निवासी दोहरी संख्या नहीं रख सकता क्योंकि यह उनके व्यक्तिगत बायोमेट्रिक से जुड़ा होता है; जिसके चलते आधार-आधारित शिनाख्त में नकली और आभासी पहचानों जोकि आजकल लीकेज के रूप में सामने आते हैं, को रद्द किये जाने पर होने वाली बचत से सरकार अन्य योग्य निवासियों को लाभ बढ़ा सके।"
16,आधार की विशेषताएं और लाभ क्या है?,"एक आधार : आधार एक अद्वितीय संख्या है, कोई निवासी दोहरी संख्या नहीं रख सकता क्योंकि यह उनके  व्यक्तिगत बायोमेट्रिक से जुड़ा होता है; जिसके चलते आधार-आधारित शिनाख्त में नकली और आभासी पहचानों जोकि आजकल लीकेज के रूप में सामने आते हैं, को रद्द किये जाने पर होने वाली बचत से सरकार अन्य योग्य निवासियों को लाभ बढ़ा सके। पोर्टबिलिटी  आधार एक सार्वभौमिक संख्या है, संस्था एवं सेवाएँ लाभार्थी की पहचान के लिए देश में कहीं से भी सेन्ट्रल यूनिक आइडेंटिफिकेशन डेटा बेस से सम्पर्क कर सकती हैं।  किसी मौजूदा दस्तावेज़ न होने पर समावेशन : लाभ प्राप्त करने में गरीब और हाशिये के निवासियों को होने वाली समस्या यह है कि राज्य के लाभ के लिए उनके पहचान के दस्तावेज़ पूरे नहीं होते; यूआईडीएआई के लिए डेटा सत्यापन करने के लिए स्वीकृत “इंट्रोड्यूसर” सिस्टम ऐसे निवासियों को पहचान प्रमाणित करने को कहेगा। इलेक्‍ट्रॉनिक बेनिफिट ट्रांसफर : आजकल लाभ वितरण में युक्त  अधिक लागत की जगह यूआईडी-एनेबल्ड-बैंक-अकाउंट-नेटवर्क निवासियों को सीधे लाभ पहुँचाने के लिए एक सुरक्षित और कम लागत वाला मंच उपलब्ध कराता है फलस्वरूप वर्तमान व्यवस्था में धांधली प्रतिबंधित की जाती है।लाभार्थियों की प्राप्त पात्रता का आधार - आधारित अधिप्रमाणन: यूआईडीएआई निवासी की पहचान को वैधता देने वाली संस्था को ऑनलाइन अधिप्रमाणन सेवाएँ उपलब्ध कराएगी; यह सेवा निर्धारित लाभार्थियों तक लाभ की पहुँच की वास्तविकता सुनिश्चित करेगी।  पारदर्शिता बढ़ने से सेवाओं में संशोधन: स्पष्ट उत्तरदायित्व और पारदर्शी नियंत्रण से लाभार्थियों और सदृश संस्थाओं तक आधिकारों और शक्तियों  के समान वितरण में उल्लेखनीय संशोधन होंगे। सेल्फ-सर्विस से निवासियों को लाभ : आधार का उपयोग सत्यापन प्रक्रिया में करते हुए निवासी को अपनी पात्रता, मांग, सेवाएँ और शिकायतों के निदान से सम्बन्धित नवीनतम जानकारियाँ होनी चाहिए, जिनका वह सीधे अपने मोबाईल फोन, कीओस्क एवं अन्य माध्यमों से स्वयं लाभ उठा सके। निवासियों द्वारा मोबाईल पर सेल्फ-सर्विस से टू-फैक्टर ऑथेंटिकेशन (जैसे- निवासी के रजिस्टर्ड मोबाईल नम्बर की और निवासी के आधार पिन की जानकारी से अधिकारिता प्रमाणित करना) के उपयोग से सुरक्षा सुनिश्चित रहती है। ये मानक भारतीय रिजर्व बैंक द्वारा निर्धारित मोबाईल बैंकिंग और पेमेंट के मानकों का पालन करते हैं।"
17,क्या आधार बनवाना अनिवार्य होगा?,"जो निवासी आधार के लिए पात्र हैं, वे आधार अधिनियम और उसके तहत बनाए गए विनियमों के प्रावधानों के अनुसार आधार के लिए आवेदन कर सकते हैं। इसी तरह, लाभ और सेवाएँ प्रदान करने वाली एजेंसियां ​​अपने सिस्टम में आधार का उपयोग करना चुन सकती हैं और उन्हें आवश्यकता हो सकती है कि उनके लाभार्थी या ग्राहक इन सेवाओं के लिए अपना आधार प्रदान करें।"
18,आधार प्राप्त करने हेतु किसी व्यक्ति द्वारा क्या जानकारियाँ दी जानी होती हैं?,"नामांकन चाहने वाले व्यक्ति को आधार नामांकन केंद्र पर जाना होगा और वैध सहायक दस्तावेजों के साथ एक अनुरोध (जैसा निर्दिष्ट किया गया है) जमा करना होगा।नामांकन ऑपरेटर नामांकन के दौरान निम्नलिखित जानकारी प्राप्त करेगा:
अनिवार्य जनसांख्यिकीय जानकारी (नाम, जन्मतिथि, लिंग, पता)वैकल्पिक जनसांख्यिकीय जानकारी (मोबाइल नंबर, ईमेल)माता/पिता/कानूनी अभिभावक का विवरण (एचओएफ आधारित नामांकन के मामले में)औरबायोमेट्रिक जानकारी (फोटो, 10 अंगुलियों के निशान, दोनों आईरिस)नामांकन पूरा करने के बाद ऑपरेटर लागू शुल्कों वाली एक पावती पर्ची के साथ सभी दस्तावेज लौटाएगा। (नया नामांकन नि:शुल्क है)वैध सहायक दस्तावेजों की सूची https://uidai.gov.in/images/commdoc/List_of_Supporting_Document_for_Aadhaar_Enrolment_and_Update.pdf पर उपलब्ध है।आप निकटतम नामांकन केंद्र यहां पा सकते हैं: https://bhuvan-app3.nrsc.gov.in/aadhaar/"
19,आधार में जन्मतिथि (डीओबी) को कैसे सत्यापित किया जा सकता है?,नामांकन या अद्यतन के समय जन्म दस्तावेज का वैध प्रमाण प्रस्तुत करने पर आधार में जन्मतिथि को सत्यापित के रूप में चिह्नित किया जाएगा। आपसे यह सुनिश्चित करने का अनुरोध किया जाता है कि ऑपरेटर जन्मतिथि के लिए 'सत्यापित' विकल्प का चयन करता है। यदि जन्मतिथि 'घोषित' या 'अनुमानित' के रूप में चिह्नित है तो आपके आधार पत्र पर केवल जन्म का वर्ष (YOB) मुद्रित किया जाएगा।
20,यूआईडीएआई किस प्रकार व्यक्ति और उसकी जानकारियों का संरक्षण करता है?,"यूआईडी प्रोजेक्टे की डिज़ाइन में व्यसक्तिगत सुरक्षा और उसकी सूचना का संरक्षण निहित होता है। यूआईडी प्रोजेक्टा अपने उद्देश्य एवं लक्ष्यों के मूल में एक रेंडम संख्या, जो व्यक्ति से संबधित कुछ भी प्रकट नहीं करती, के होने से लेकर नीचे दी गयी अन्य सुविधाओं में निवासी का हित रखतीहै।सीमित सूचना एकत्र करना: यूआईडीएआई द्वारा एकत्रित सूचना का उद्देश्य केवल आधार जारी करने और आधार धारक की पहचान की पुष्टि करने के लिए है। यूआईडीएआई पहचान प्रमाणित करने के लिए बेसिक डेटा फील्ड जुटा रही है, जिसमें नाम,जन्मतिथि, लिंग, पता, माता-पिता/ अभिभावक का नाम बच्चों के लिए अनिवार्य, अन्य के लिए नहीं, मोबाईल नम्बर और ई-मेल जोकि वैकल्पिक है, शामिल हैं। अद्वितीयता बनाए रखने के लिए यूआईडीएआई बायोमेट्रिक जानकारियाँ एकत्र कर रही है जिसमें फोटो, दस अंगुलियों की छाप और आंख की पुतलियाँ शामिल हैं।प्रोफाइलिंग और ट्रैकिंग की कोई जानकारी एकत्र नहीं की गयी: यूआईडीएआई नीतियों के अनुसार संवेदनशील निजी जानकारियाँ जैसे धर्म,जाति, समुदाय, वर्ग, नस्ल, आय और स्वास्थ्य आदि एकत्र करना प्रतिबंधित है। किसी व्यक्ति की प्रोफाईलिंग इसीलिए यूआईडी सिस्टम से संभव नहीं है, इसी प्रकार पहचान और पहचान प्रमाणन के लिए अपेक्षित सीमित जानकारी एकत्र की जाती है। यूआईडीएआई ने यहाँ तक कि अपेक्षित जानकारी की सूची में से जन्म स्थान डेटा फील्ड अंश को भी सीएसओ की प्रतिक्रिया कि यह प्रोफाइलिंग में परिणत हो सकती है, के आधार पर हटा दिया है। यूआईडीएआई किसी व्यक्ति के लेन-देन का ब्यौरा भी नहीं जुटाता। आधार के माध्यम से पहचान की पुष्टि करने वाले किसी व्यक्ति का विवरण केवल अपनी प्रामाणिकता दर्शाता है।  ये सीमित जानकारियाँ निवासी के हित में अल्पावधिक समय तक विवाद के हल के लिए रखी जाएंगी। सूचना जारी करना- हाँ अथवा नहीं की प्रतिक्रिया में: यूआईडीएआई आधार डेटा बेस में व्यक्तिगत जानकारियों के प्रसारण के लिए प्रतिबंधित है, किसी की पहचान सत्यापित करने के लिए केवल हाँ अथवा नहीं में जवाब देने की अनुमति है, राष्ट्रीय सुरक्षा के मामले में अदालत के आदेश या जॉइंट सेक्रेटरी के आदेश इसके अपवाद हैं। ये अपवाद तार्किक, सुस्पष्ट और विधिसम्मत हैं। संयुक्त राष्ट्र और यूरोप के सुरक्षा नियमों में भी सुरक्षा सम्बन्धी मामलों में सूचना उपलब्ध कराने का यह नियम शामिल है।सूचना संरक्षण और गोपनीयता : यूआईडीएआई ने एकत्रित सूचनाओं की सुरक्षा और गोपनीयता सुनिश्चित रखने के लिए प्रतिज्ञाबद्ध है।  सभी सूचनाएँ यूआईडीएआई द्वारा प्रदान किए गए और पारगमन से बचाव वाले सॉफ्टवेयर में एकत्र की जाएँगी। प्रशिक्षित और प्रमाणित रजिस्ट्रार सूचना एकत्र करेंगे, जो एकत्र की जा रही सूचनाओं का उपयोग नहीं कर सकेंगे।  यूआईडीएआई की व्यापक सुरक्षा नीति अपनी सूचनाओं की सुरक्षा और सत्यनिष्ठा के लिए प्रतिबद्ध है।  यह अपनी अधिकतर जानकारियाँ जिन आधारों पर प्रसारित करती है उसमें सीआईडीआर की सूचना संरक्षण योजना एवं नीतियाँ तथा यूआईडीएआई और इसके सम्पर्क की संस्थाओं की  लेखा जांच क्रियाविधि का अनुपालन शामिल है। संकलन के स्थान पर संकलन प्रक्रिया में दृढ़ सुरक्षा एवं संग्रहण प्रोटोकॉल होता है।  किसी भी प्रकार से सुरक्षा उल्लंघन में कठोर दंड का प्रावधान है, इसके अंतर्गत किसी पहचान के खुलासा करने पर भी दंड दिया जाएगा। सीआईडीआर को अनाधिकृत उपयोग, जैसे हैकिंग आदि तथा सूचना में छेड़छाड़ करने के लिए दंडात्मक परिणाम भी भुगतने पड़ सकते हैं।यूआईडीएआई की जानकारियों को अन्य डेटा बेस के साथ लिंक और अभिसरित करना : यूआईडी डेटा बेस का अन्य किसी डेटा बेस के साथ लिंक नहीं है अथवा इसकी जानकारियाँ किसी अन्य डेटा बेस में नहीं दी जाती हैं। केवल नौकरी प्राप्त करने के समय किसी व्यक्ति की पहचान के सत्यापन के लिए इसका उपयोग होता है वह भी आधार धारक की सहमतिसे। यूआईडी डेटा बेस चंद अधिकृत व्यक्तियों द्वारा भौतिक और इलेक्ट्रॉ निक दोनों प्रकार से नियंत्रित किया जाता है। यह अत्यधिक सुरक्षित सूचना कक्ष में बेहतर गोपनीयता के साथ रखा जाता है, यूआईडी के ही बहुत से कर्मचारियों के लिए इसकी उपलब्धता नहीं होती। विवरण के  हर उपयोग के लिए ठीक से लॉग इन होना होगा।"
21,"क्या मेरे बैंक खाते, पैन और अन्य सेवाओं को आधार से जोड़ना मुझे असुरक्षित बनाता है?","नहीं, यूआईडीएआई के पास आपके आधार को किसी अन्य सेवा से जोड़ने की दृश्यता नहीं है। बैंक, आयकर आदि जैसे संबंधित विभाग आधार संख्या धारक की कोई भी जानकारी साझा नहीं करते हैं और न ही यूआईडीएआई ऐसी कोई जानकारी संग्रहीत करता है।"
22,आधार सरकार द्वारा जारी किसी भी अन्य पहचान से कैसे अलग है?,"आधार एक अद्वितीय 12 अंकों की यादृच्छिक संख्या है जो एक निवासी को सौंपी जाती है जो ऑफ़लाइन या भौतिक सत्यापन के अलावा, आधार प्रमाणीकरण प्लेटफ़ॉर्म का उपयोग करके कहीं भी, कभी भी ऑनलाइन सत्यापित की जा सकती है। यह नंबर, जब सफलतापूर्वक प्रमाणित हो जाएगा, पहचान के प्रमाण के रूप में काम करेगा और लाभ, सब्सिडी, सेवाओं और अन्य उद्देश्यों के हस्तांतरण के लिए लाभार्थियों की पहचान के लिए उपयोग किया जा सकता है।"
23,धोखाधड़ी या डेटा तक अनधिकृत पहुंच के खिलाफ संभावित आपराधिक दंड क्या हैं?,"आधार अधिनियम, 2016 (संशोधित) में आपराधिक अपराध और दंड निम्नलिखित हैं:
1. नामांकन के समय गलत जनसांख्यिकीय या बायोमेट्रिक जानकारी प्रदान करके प्रतिरूपण करना एक अपराध है इसके लिए 3 साल तक की कैद या 10,000 रुपये का जुर्माना। या दोनों.
2. आधार नंबर धारक की जनसांख्यिकीय और बायोमेट्रिक जानकारी को बदलकर या बदलने का प्रयास करके आधार नंबर धारक की पहचान को हथियाना एक अपराध है इसके लिए 3 साल तक की कैद और 10,000. रुपये का जुर्माना।
3. किसी निवासी की पहचान की जानकारी एकत्र करने के लिए अधिकृत एजेंसी होने का दिखावा करना एक अपराध है इसके लिए 3 साल तक की कैद या 10,000 रु रुपये का जुर्माना एक व्यक्ति के लिए वही एक कंपनी के लिए 1 लाख का जुर्माना या दोनों के साथ।
4. नामांकन/प्रमाणीकरण के दौरान एकत्र की गई जानकारी को किसी अनधिकृत व्यक्ति को जानबूझकर प्रसारित/खुलासा करना या इस अधिनियम के तहत किसी समझौते या व्यवस्था का उल्लंघन करना अपराध है - 3 साल तक की कैद या 10,000 रु. रुपये का जुर्माना एक व्यक्ति के लिए वही एक कंपनी के लिए 1 लाख, या दोनों के साथ।
5. केंद्रीय पहचान डेटा रिपॉजिटरी (सीआईडीआर) तक अनधिकृत पहुंच और हैकिंग एक अपराध है - 10 साल तक की कैद और 10 लाख रुपये का जुर्माना।
6. केंद्रीय पहचान डेटा भंडार में डेटा के साथ छेड़छाड़ करना एक अपराध है इसके लिए 10 साल तक की कैद और 10,000. रुपये तक का जुर्माना।
7. अनुरोध करने वाली इकाई या ऑफ़लाइन सत्यापन चाहने वाली इकाई द्वारा किसी व्यक्ति की पहचान की जानकारी का अनधिकृत उपयोग - किसी व्यक्ति के मामले में 3 साल तक की कैद या 10,0 रुपये तक का जुर्माना या किसी कंपनी के मामले में 1 लाख रुपये या दोनों के साथ।"
24,निवासी की निजता के अधिकार की रक्षा के लिए गोपनीयता सुरक्षा क्या हैं?,"व्यक्ति की सुरक्षा और उनकी जानकारी की सुरक्षा यूआईडी परियोजना के डिजाइन में अंतर्निहित है। एक यादृच्छिक संख्या होने से जो व्यक्ति के बारे में कुछ भी नहीं बताती है, नीचे सूचीबद्ध अन्य विशेषताओं तक, यूआईडी परियोजना अपने उद्देश्य और उद्देश्यों के मूल में निवासी के हित को रखती है।सीमित जानकारी एकत्रित करनायूआईडीएआई केवल बुनियादी डेटा फ़ील्ड एकत्र कर रहा है - नाम, जन्म तिथि, लिंग, पता, माता-पिता/अभिभावक (बच्चों के लिए आवश्यक नाम लेकिन दूसरों के लिए नहीं) फोटो, 10 उंगलियों के निशान और आईरिस स्कैन।कोई प्रोफ़ाइलिंग और ट्रैकिंग जानकारी एकत्र नहीं की गईयूआईडीएआई नीति उसे धर्म, जाति, समुदाय, वर्ग, जातीयता, आय और स्वास्थ्य जैसी संवेदनशील व्यक्तिगत जानकारी एकत्र करने से रोकती है। इसलिए यूआईडी प्रणाली के माध्यम से व्यक्तियों की प्रोफाइलिंग संभव नहीं है।सूचना जारी करना - हाँ या ना में प्रतिक्रियायूआईडीएआई आधार डेटाबेस में व्यक्तिगत जानकारी प्रकट नहीं करेगा - किसी पहचान को सत्यापित करने के अनुरोध पर एकमात्र प्रतिक्रिया 'हां' या 'नहीं' होगीयूआईडीएआई जानकारी को अन्य डेटाबेस से लिंक करना या जोड़ना यूआईडी डेटाबेस किसी अन्य डेटाबेस, या अन्य डेटाबेस में मौजूद जानकारी से जुड़ा नहीं है। इसका एकमात्र उद्देश्य सेवा प्राप्त करते समय किसी व्यक्ति की पहचान सत्यापित करना होगा, और वह भी आधार संख्या धारक की सहमति सेयूआईडी डेटाबेस को उच्च मंजूरी वाले कुछ चुनिंदा व्यक्तियों द्वारा भौतिक और इलेक्ट्रॉनिक दोनों तरह से संरक्षित किया जाएगा। डेटा को सर्वोत्तम एन्क्रिप्शन के साथ और अत्यधिक सुरक्षित डेटा वॉल्ट में सुरक्षित किया जाएगा। सभी एक्सेस विवरण ठीक से लॉग किए जाएंगे।"
25,यूआईडीएआई द्वारा उठाए गए डेटा सुरक्षा और गोपनीयता उपाय क्या हैं?,"एकत्र किए गए डेटा की सुरक्षा और गोपनीयता सुनिश्चित करना यूआईडीएआई का दायित्व है। डेटा को यूआईडीएआई द्वारा उपलब्ध कराए गए सॉफ़्टवेयर पर एकत्र किया जाएगा और पारगमन में लीक को रोकने के लिए एन्क्रिप्ट किया जाएगा। यूआईडीएआई के पास अपने डेटा की सुरक्षा और अखंडता सुनिश्चित करने के लिए एक व्यापक सुरक्षा नीति है। सुरक्षा और भंडारण प्रोटोकॉल मौजूद हैं। यूआईडीएआई ने इस संबंध में दिशानिर्देश प्रकाशित किए हैं जो उसकी वेबसाइट पर उपलब्ध हैं। किसी भी सुरक्षा उल्लंघन के लिए दंड गंभीर होगा, और इसमें पहचान संबंधी जानकारी का खुलासा करने पर भी दंड शामिल होगा। सीआईडीआर तक अनधिकृत पहुंच के लिए नागरिक और आपराधिक दंडात्मक परिणाम हैं - जिसमें हैकिंग और सीआईडीआर में डेटा के साथ छेड़छाड़ के लिए दंड शामिल हैं।"
