,Question,Answer
10,"
11 - क्या नौकरी बदलने पर सदस्य अपने भविष्य निधि को अंतरित करा सकता है ? ","    उत्तर : नौकरी बदलने पर, सदस्य को फार्म 13 (आर) प्रस्तुत कर निश्चित रूप से अपनी वर्तमान स्थापना में अपना भविष्य निधि खाता अंतरित करना चाहिए। एकीकृत पोर्टल पर सदस्य इंटरफेस को प्रयोग में लाते हुए सदस्य अंतरण का दावा प्रस्तुत कर सकता है।  "
11,"
12 - भ.नि. अंशदाताओं के लिए ब्याज क्रेडिट की विधि क्या है?",    उत्तर : प्रत्येक वर्ष के लिए घोषित वैधानिक दर पर मासिक चालू शेष के आधार पर चक्रवृद्धि ब्याज जमा कर दिया जाता है। वर्ष 2016-17 के लिए घोषित ब्याज 8.65% है। 
12,"
13 - क्या भविष्य निधि में आवास आदि के लिए रिफंडेबल ऋण का प्रावधान है ?","    उत्तर : जी नहीं, परंतु आवास आदि के लिए नॉन रिफंडेबल ऋण उपलब्ध है ।  "
13,"
14 - यदि कोई सदस्य एक से अधिक स्थापनाओं में कार्य कर रहा है तो उसकी सदस्यता कैसे  विनियमित की जाएगी ? ",    उत्तर : उसकी सदस्यता की गणना प्रत्येक स्थापना के लिए पृथक रूप से की जाती है। (विभिन्न भविष्य निधि खाता संख्या /सदस्य आईडी के अंतर्गत)  
14,"
15 - क्या कोई सदस्य किसी भी उम्र में कर्मचारी भविष्य निधि का सदस्य बन सकता है ?",    उत्तर : भविष्य निधि का सदस्य बनने के लिए उम्र का कोई प्रतिबंध नहीं है। जबकि ऐसा कर्मचारी जो 58 वर्ष की आयु प्राप्त कर चुका है पेंशन निधि का सदस्य नहीं बन सकता।  
15,"
16 - क्या कोई सदस्य किसी भी वेतन सीमा पर कर्मचारी भविष्य निधि का सदस्य बन सकता है? ","    उत्तर : ऐसे कर्मचारी जो रु 15000/- तक का मूल वेतन और महंगाई भत्ता प्राप्त कर रहे हैं, केवल वे ही सदस्य बनने के पात्र हैं। वे तब भी सदस्य बने रहेंगे जब उनका वेतन रुपए 15,000/- से अधिक हो जाएगा। हालांकि निधि में उनका अंशदान रु 15000/- तक सीमित रहेगा नियोक्ता को भी इससे मेल खाते अपने अंशदान रु 15000/- के अनुसार भुगतान करना होगा। रुपए 15,000/- से अधिक वेतन प्राप्त कर रहे कर्मचारी भी कर्मचारी भविष्य निधि योजना पैरा 26(6) के अंतर्गत विकल्प देकर कर्मचारी भविष्य निधि के सदस्य बन सकते हैं। यह विकल्प ऐसे सदस्य के नौकरी में लगने के छ: माह के भीतर कर्मचारी भविष्य निधि कार्यालय में जमा करना होता है।  "
16,"
17 - क्या प्रशिक्षु कर्मचारी भविष्य निधि का सदस्य बन सकता है ? ","    उत्तर : जी नहीं, प्रशिक्षण की समाप्ति पर उसे तत्काल नांमाकित किया जाना चाहिए।  "
17,"
18 - यदि कोई कर्मचारी रु 15000/- (से अधिक मूल+महं भत्ता केवल)  वेतन प्राप्त कर रहा है तो कर्मचारी भविष्य निधि की सदस्यता प्राप्त करने के लिए उसे क्या करना होगा ? ","    उत्तर : ऐसे कर्मचारी को सदस्य बनना अपेक्षित नहीं है, यदि वह पहले से सदस्य नहीं है। अन्यथा यदि नियोक्ता एवं कर्मचारी दोनों इच्छुक हैं तो वह कर्मचारी भविष्य निधि योजना के पैरा 26(6) के अंतर्गत विकल्प देकर सदस्य बन सकता है। यह विकल्प ऐसे सदस्य के नौकरी में कार्यग्रहण के छ: माह के भीतर कर्मचारी भविष्य निधि कार्यालय में जमा करना होता है। "
18,"
19 - यदि कोई कर्मचारी एक स्थापना से दूसरी स्थापना में स्थानांतरित हो जाता है तो क्या उसे पुन: सदस्य के रूप में नामांकित किया जाना आवश्यक है ? ",    उत्तर : उसके पिछले खाते से भविष्य निधि अंतरण हेतु उसे नई स्थापना में सदस्य के रूप में नामांकित किया जाना अपेक्षित है।  
19,"
20 - क्या एक कर्मचारी अपनी सेवानिवृत्ति के पश्चात भी भविष्य निधि का सदस्य बना रह सकता है ? ",    उत्तर : जी हां। यदि कोई सेवानिवृत्ति की आयु प्राप्त करने के पश्चात भी रोजगार में रहता है।  
20,"
21 - क्या कर्मचारी भविष्य निधि का सदस्य बनने अथवा न बनने का विकल्प उपलब्ध है ?",    उत्तर : कोई विकल्प उपलब्ध नहीं है।  
21,"
22 - क्या रोजगार में रहते, कोई कर्मचारी भविष्य निधि सदस्य अपनी सदस्यता छोड़ सकता है ?",    उत्तर : अनुमति नहीं है।  
22,"
23 - जहां स्थापना का अपना पंजीकृत प्राइवेट भविष्य निधि ट्रस्ट है, क्या किसी कर्मचारी को बिना कर्मचारी भविष्य निधि से जुड़े, प्राइवेट भविष्य निधि में जाने की अनुमति दी जा सकती है?",    उत्तर : कर्मचारी को प्राइवेट भविष्य निधि ट्रस्ट का सदस्य बनने की अनुमति दी जा सकती है परंतु ट्रस्ट को कर्मचारी भविष्य निधि योजना से छूट लेनी पड़ेगी। हालांकि उस पर पेंशन एवं ईडीएलआई योजनाएं लागू रहेंगी। सभी प्राइवेट भविष्य निधि ट्रस्टों को आयकर लाभ उठाने के लिए कर्मचारी भविष्य निधि संगठन से छूट प्राप्त करनी होगी।  
23,"
24 - एक कर्मचारी कब तक अपनी कर्मचारी भविष्य निधि सदस्यता बनाए रख सकता है ?","    उत्तर : सदस्यता की अवधि की कोई सीमा नहीं है। स्थापना छोड़ने के पश्चात भी, व्यक्ति अपनी सदस्यता जारी रख सकता है। तथापि यदि भविष्य निधि खाते में लगातार तीन वर्ष अंशदान प्राप्त नहीं होता है तो अंशदान बंद होने के पश्चात 3 वर्ष की अवधि के बाद खाते पर ब्याज नहीं लगेगा।  "
24,"
25 - कर्मचारी भविष्य निधि के अंतर्गत दो नौकरियों के बीच की बेरोजगारी की अवधि से क्या फर्क पड़ता है ?",    उत्तर : बेरोजगारी की अवधि से कर्मचारी भविष्य निधि पर प्रभाव नहीं पड़ता है परंतु इससे कर्मचारी पेंशन योजना के अंतर्गत लाभों के लिए सेवा की अवधि की गणना पर प्रभाव पड़ता है।  
25,"
26 - बंदी की अवधि, लॉकडाउन, स्ट्राईक आदि का कर्मचारी भविष्य निधि सदस्यता पर क्या प्रभाव पड़ता है ? ",    उत्तर : इस अवधि के दौरान सदस्यता बनी रहेगी और वेतन न होने के कारण अंशदान की कटौती नहीं होगी।  
26,"
27 - क्या नियोक्ता भी भविष्य निधि का सदस्य बन सकता है ?",    उत्तर : जी नहीं ।  
27,"
28 - क्या कोई कर्मचारी रोजगार छोड़ने के बाद अपनी क.भ.नि. सदस्यता जारी रख सकता है?

",    उत्तर : जी हां। 
28,"
29 - क्या कोई कर्मचारी सीधे क.भ.नि. में शामिल हो सकता है?","    उत्तर : जी नहीं । यह केवल क.भ.नि. एवं प्रकीर्ण उपबंध अधिनियम, 1952 के उपबंधों के तहत कवर्ड स्थापना में रोजगार के माध्यम से हो सकता है। "
29,"
30 - एक सुरक्षा गार्ड विभिन्न स्थापनाओं के लिए काम कर रहा है; उसे सदस्यता किसके द्वारा प्रदान की जाएगी?","    उत्तर : यदि सुरक्षा गार्ड के नियोक्ता को अधिनियम के तहत लाया गया है, तो उसके कार्यस्थल को ध्यान में रखे बिना नियोक्ता के माध्यम से उसे सदस्यता दी जाएगी। "
30,"
31 - यदि स्थापना 20 व्यक्तियों को रोजगार नहीं दे रही है, तो क्या कोई कर्मचारी क.भ.नि. में शामिल हो सकता है?",    उत्तर : जी हां। बहुसंख्यक कर्मचारी और नियोक्ता स्वैच्छिक रूप से अधिनियम की धारा-1 (4) (स्वैच्छिक कवरेज) के उपबंधों के अनुसार योजना में शामिल होने का विकल्प चुन सकते हैं। 
31,"
32 - क.भ.नि. में शामिल होने पर अन्य क्या लाभ प्राप्त होते हैं?","    उत्तर : क.भ.नि. में शामिल होने पर, सदस्य को पेंशन (रु. 15,000/- या उससे कम मासिक वेतन वाले कर्मचारियों के लिए सीमित) तथा कर्मचारी निक्षेप सहबद्ध बीमा योजना के तहत लाभ प्रदान किए जाते हैं ।    "
32,"
33 - क्या क.पें.यो., 1995 के तहत पहले से ही पेंशन आहरित करने वाले कर्मचारी को भ.नि. एवं  पेंशन निधि में शामिल होना आवश्यक है?",    उत्तर : उसे केवल भ.नि. में शामिल होना है और वह पेंशन योजना का सदस्य नहीं बन सकता है। 
33,"
34 - कोई कर्मचारी जो 58 वर्ष की आयु में किसी स्थापना में कार्य ग्रहण करता है तो क्या वह पेंशन निधि का सदस्य बनने के लिए पात्र है?",    उत्तर : जी नहीं। 
34,"
35 - कोई सदस्य अपने भविष्य निधि को अपने खाते में कब तक रख सकता है?","    उत्तर : सदस्यता उसके भविष्य निधि के बकाए की निकासी तक बरकरार रखी जा सकती है । तथापि, यदि खाते में 3 वर्ष से अधिक समय तक कोई अंशदान प्राप्त नहीं होता है, तो तीसरे वर्ष के बाद खाते में ब्याज जमा नहीं किया जाएगा  "
35,"
36 - पेंशन के लिए नामांकन देने की आवश्यकता क्यों है ? ","    उत्तर : पेंशन सदस्य की मृत्यु होने पर (पेंशन प्राप्त होने से पूर्व), यदि परिवार का कोई पात्र सदस्य नहीं है, तो पेंशन नामिति को देय है।  "
36,"
37 - वैध नामांकन के बिना तथा परिवार न होने पर पेंशन राशि का भुगतान किसको किया जाता है? ","    उत्तर : पेंशन का भुगतान आश्रित माता-पिता, (आश्रित पिता के पश्चात् आश्रित माता) को किया जाता है।  "
37,"
38 - क्या अविवाहित व्यक्ति बाहर के किसी को नामांकित कर सकता है ?","    उत्तर : जी हां, परंतु ‘परिवार’ प्राप्त करने पर नामांकन अवैध हो जाता हैं और कर्मचारी पेंशन योजना, 95 के अंतर्गत लाभों का भुगतान पति /पत्नी तथा बच्चों, यदि कोई हो, को किया जाता है।  "
38,"
39 - क्या कोई कर्मचारी जिसने पूर्ववर्ती परिवार पेंशन योजना, 1971 का विकल्प नहीं दिया है, वह कर्मचारी पेंशन योजना, 1995  की सदस्यता ग्रहण कर सकता है ?  ",    उत्तर : जी हां।  
39,"
40 - पेंशन राशि की गणना करने का सूत्र क्या है ?  ",    उत्तर : पेंशन = (पेंशनयोग्य वेतन (पिछले 60 माह का औसत) X पेंशनयोग्य सेवा) / 70  
40,"
41 - कोई सदस्य सेवानिवृत्त होने पर पेंशन की कितनी राशि प्राप्त कर सकता है ? ","    उत्तर : कोई भी सदस्य जो 23 वर्ष की आयु में कर्मचारी पेंशन योजना, 1995 की सदस्यता ग्रहण करता है और 58 वर्ष की आयु में सेवानिवृत्त होता है, और (वर्तमान) वेतन सीमा ₹15000/- पर अंशदान कर रहा है, वह रुपए 7500/- पेंशन  प्राप्त कर सकता है, यदि पेंशनयोग्य सेवा 35 वर्ष हो। (पेंशनयोग्य वेतन X  पेंशनयोग्य सेवा) / 70  = (15000 X 35) / 70 = 7500  "
41,"
42 - पेंशन देने के लिए औसत वेतन का निर्धारण कैसे किया जाता है ?","    उत्तर : औसत वेतन का निर्धारण केवल सदस्य को पेंशन देने के लिए किया जाता है। यह पिछले 60 माह का औसत है। (गैर अंशदायी अवधि, यदि कोई हो, घटा दी जाती है।) "
42,"
43 - योजना प्रमाण पत्र लेने के क्या लाभ हैं?  ",    उत्तर : 1) यह रोजगार में परिवर्तन होने पर पेंशन खातों के अंतरण की सुविधा देता है। 2) यदि योजना प्रमाण पत्र धारक की मृत्यु हो जाती है तो परिवार को परिवार पेंशन प्राप्त होगी।  
43,"
44 - किसी सदस्य की मृत्यु होने पर, जो भूतपूर्व सैनिक था, क्या परिवार पेंशन देय है अथवा नहीं? ","    उत्तर : मिलिट्री पेंशन के अतिरिक्त परिवार पेंशन देय है अर्थात् सीसीएस (पेंशन) नियम, 1972 के नियम 54 के अंतर्गत परिवार पेंशन। (27.07.2001 से प्रभावी)  "
44,"
45 - क्या कोई सदस्य पेंशन योजना से छूट प्राप्त कर सकता है ?  ",    उत्तर : व्यक्तिगत रूप से कोई सदस्य पेंशन योजना से छूट नहीं प्राप्त कर सकता। केवल एक स्थापना ही छूट प्राप्त कर सकती है।  
45,"
46 - कौन सी आयु पर सदस्य पेंशन के लिए पात्र हैं ?  ",    उत्तर : कोई भी सदस्य अधिवर्षिता की आयु 58 वर्ष पूर्ण करने पर पेंशन का पात्र है। यदि कोई सदस्य 50 से 57 वर्ष के बीच नौकरी छोड़ देता है तो वह पूर्व समय (घटी हुई) पेंशन प्राप्त कर सकता है।  
46,"
47 - सदस्य की मृत्यु होने पर पेंशन देने के लिए कितनी सेवा की आवश्यकता है ?  ","    उत्तर : सदस्य की मृत्यु होने पर, परिवार पेंशन तथा संतान पेंशन एक माह का अंशदान (माह के भाग सहित) भी पेंशन निधि में प्राप्त होने पर देय है।  "
47,"
48 - यदि किसी सदस्य की मृत्यु हो जाती है तो पेंशन किसे देय है?","    उत्तर : सदस्य की मृत्यु होने पर, पेंशन स्वत: ही (विधवा/ विधुर) को देय है। इसके अलावा, बच्चे भी 25 वर्ष की आयु (एक समय पर 2) तक इसके पात्र हैं। दो संतान पेंशन के अतिरिक्त परिवार में कोई अशक्त बच्चा जीवन पर्यंत अशक्तता पेंशन प्राप्त करेगा।  "
48,"
49 - यदि कोई नियोक्ता पेंशन अंशदान देने में विफल रहा है तो क्या कोई पेंशन देय होगी अथवा नहीं?",    उत्तर : नियोक्ता द्वारा पेंशन अंशदान का भुगतान न करने से पेंशन देने पर कोई प्रभाव नहीं पड़ेगा। पेंशन की गारंटी है।  
49,"
50 - क्या पेंशनभोक्ता देश में कहीं भी पेंशन प्राप्त कर सकता है ? ",    उत्तर : जी हां। 
50,"
51 - कोई भी सदस्य जो विभिन्न स्थापनाओं के लिए कार्य करता है, उसकी पेंशन का निर्धारण कैसे होता है ? ",    उत्तर : पेंशन का निर्धारण करने के लिए सदस्य के वेतन तथा सेवा को समेकित किया जाता है।  
51,"
52 - क्या पेंशन राशि में प्रति वर्ष कोई वृद्धि होती है ? ",    उत्तर : नहीं ।  
52,"
53 - जब कोई सदस्य 50 वर्ष की आयु में घटी हुई पेंशन प्राप्त करता है, तो क्या वह 58 वर्ष की आयु प्राप्त करने पर अपनी पूर्ण पेंशन प्राप्त कर सकता है ? ","    उत्तर : नहीं, एक बार पेंशन स्वीकृत हो जाने पर, इसे परिवर्तित नहीं किया जा सकता।  "
53,"
54 - समय पूर्व पेंशन (58 वर्ष से पूर्व) के लिए पात्रता की तिथि निर्धारित करने हेतु क्या मानदंड हैं ?","    उत्तर : सदस्य को आवेदन प्रपत्र में जब से वह समय पूर्व पेंशन प्राप्त करना चाहता है, उस तिथि के संबंध में अपने विकल्प देना होता है। यदि दावा प्रपत्र में कोई तिथि नहीं दी जाती है तो आवेदन की तिथि को ही चयनित तिथि माना जाएगा।  "
54,"
55 - क्या कोई सदस्य सेवा में रहते हुए भी पेंशन प्राप्त कर सकता है ? ","    उत्तर : जो सदस्य 58 वर्ष की आयु के बाद भी सेवा में रहता है वह 58 वर्ष की आयु से पेंशन प्राप्त कर सकता है। यदि कोई पेंशनभोक्ता जो समय पूर्व पेंशन प्राप्त कर रहा है, इसके पश्चात् रोजगार में आता है, ऐसे मामलों में वह पेंशन योजना का सदस्य बनने का पात्र नहीं होगा। नियोक्ता की ओर से किया जाने वाला 8.33% अंशदान कर्मचारी भविष्य निधि फंड में जाएगा।  "
55,"
56 - क्या एकमुश्त भुगतान प्राप्त करने के लिए मैं अपनी संपूर्ण पेंशन सौंप अथवा बेच सकता हूं ? ",    उत्तर : नहीं ।  
56,"
57 - क्या भविष्य निधि राशि के साथ पेंशन लाभ की निकासी अनिवार्य है ? ",    उत्तर : नहीं । कोई भी सदस्य अपनी भविष्य निधि राशि (केवल सदस्य का भाग) की निकासी कर सकता है और योजना प्रमाण पत्र प्राप्त करके पेंशन योजना में ग्रहणाधिकार रख सकता है।  
57,"
58 - क्या मैं अपनी जन्मतिथि / आयु बदल सकता हूं?","    उत्तर : जी हां। सामान्य रूप से, जन्म तिथि / आयु एक बार दर्ज होने के बाद नहीं बदले जाते, तथापि, इसे उचित दस्तावेजी प्रमाण के साथ बदला जा सकता है। आप हमारी वेबसाइट (https://www.epfindia.gov.in/site_docs/PDFs/Circulars/Y2020-2021/circular on date of birth 0302020.pdf) पर जन्मतिथि के बदलाव संबंधी क.भ.नि. एवं क.पें.यो. के सदस्यों के लिए उपलब्ध, दिनांक 03/04/2020 के परिपत्र में दिए गए दिशानिर्देश देख सकते हैं। "
58,"
59 - क्या विवाहित पुत्री को परिवार पेंशन प्राप्त करने से बाहर रखा जा सकता है ? ","    उत्तर : वैवाहिक स्थिति की प्रासंगिकता नहीं है, यदि संतान 25 वर्ष से कम आयु की है; सदस्य की मृत्यु होने पर वे परिवार पेंशन प्राप्त करने के लिए पात्र हैं।  "
59,"
60 - यदि किसी सदस्य की दो पत्नियां हैं तो परिवार पेंशन किसको देय हैं ? ","    उत्तर : यदि दूसरा विवाह कानूनी रूप से वैध है तो विवाह की तिथि के संदर्भ में यह पहली पत्नी को देय है और उसकी मृत्यु होने पर, अगली जीवित विधवा को देय है।  "
60,"
61 - किसी परिवार सदस्य के न होने पर क्या पेंशनभोक्ता किसी अन्य व्यक्ति को परिवार पेंशन प्राप्त करने के लिए नामांकित कर सकता है ? ","    उत्तर : नहीं, सदस्य की मृत्यु होने की तारीख से परिवार के सदस्य के न होने पर (सदस्य पेंशन की पात्रता से पहले), परिवार पेंशन नामिती को देय है और वैध नामांकन के न होने पर यह आश्रित पिता, उसके बाद आश्रित माता को देय है। एक बार सदस्य द्वारा पेंशन प्राप्त किए जाने के बाद नामांकन की कोई वैधता नहीं है। पेंशनभोक्ता किसी व्यक्ति को नामांकित नहीं कर सकता। "
61,"
62 - पेंशन योजना के अंतर्गत बेरोजगारी का क्या प्रभाव होगा ? ",    उत्तर : बेरोजगारी को अवधि को वास्तविक सेवा से बाहर रखा जाएगा। पेंशन केवल अंशदायी सेवा पर आधारित है।  
62,"
63 - क्या परिवार पेंशन प्राप्त करने से मेरे पति / पत्नी को बाहर रखना संभव है ? ",    उत्तर : नहीं । पति/ पत्नी स्वत: ही लाभार्थी होते हैं जब तक कि वे कानूनी रूप से तलाकशुदा न हो।  
63,"
64 - परिवार के सदस्यों तथा नामिति के न होने पर (यहां परिवार से तात्पर्य सदस्य द्वारा बनाए गए परिवार से है न कि वह परिवार जिसमें उसका जन्म हुआ हो), पेंशन किसको देय है ?",    उत्तर : यह आश्रित माता-पिता को देय है।  
64,"
65 - अशक्तता पेंशन के लिए कौन पात्र है?","    उत्तर : रोजगार के दौरान स्थायी और पूर्ण रूप से अशक्त, कपेंयो-95 सदस्य, उम्र और सेवा पर विचार किए बिना, पेंशन का हकदार होगा।
इस प्रावधान के अंतर्गत लाभ हेतु आवेदन करने वाले सदस्य को, यह निर्णय करने के लिए कि वह अशक्तता होने के समय कर रहे रोजगार के लिए स्थायी और पूर्ण रूप से अशक्त है, केंद्रीय बोर्ड द्वारा निर्धारित चिकित्सा जांच करानी होगी।
 "
65,"
66 - गैर-पेंशनभोक्ता की विधवा की तुलना में पेंशनभोक्ता की विधवा को कम पेंशन क्यों मिलती है?","    उत्तर : कर्मचारी पेंशन योजना, 1995 के तहत पेंशन और परिवार पेंशन सामाजिक सुरक्षा लाभ हैं। इसे जरूरत आधारित लाभ के रूप में देखा जाता है। यह सदस्य द्वारा दिए गए अंशदान की मात्रा से संबंधित नहीं है। 58 वर्ष की आयु प्राप्त करने के पश्चात पेंशनभोक्ता  को अपने जीवनसाथी की देखभाल करनी होती है और उसकी अनुपस्थिति में दायित्व एक व्यक्ति तक सीमित होता है। अत: पेंशन का 50% देय है। जबकि ऐसे सदस्य (गैर-पेंशनभोक्ता) के मामले में, जिसकी मृत्यु के पश्चात उसका/की पति/पत्नी, एवं बच्चे, जिन्हें अभी अपनी शिक्षा पूर्ण करनी है, अथवा उनका विवाह होना है, और सदस्य की समय से पूर्व मृत्यु को देखते हुए, गैर-पेंशनभोक्ता की विधवा को दी जाने वाली पेंशन की राशि अधिक होती है। "
66,"
67 - यदि विधवा अथवा विधुर पुनर्विवाह कर लेती/लेता है, तो परिवार की पेंशन किसको देय होगी?",    उत्तर : विधवा / विधुर को दी जा रही पेंशन रोक दी जाएगी और उसके पश्चात बाल पेंशन को अनाथ पेंशन (विधवा पेंशन का 75%) में परिवर्तित कर दिया जाएगा। 
67,"
68 - विधवा या विधुर को दी जा रही पेंशन किस अवधि तक होती है?",    उत्तर : विधवा/विधुर के पुनर्विवाह या मृत्यु तक पेंशन का भुगतान किया जाता है। 
68,"
69 - किसी सदस्य की पहली और दूसरी पत्नी के संतान के मामले में बच्चों की पेंशन की पात्रता कैसे निर्धारित की जाती है?","    उत्तर : पहली और दूसरी पत्नी, दोनों के बच्चों को उनके जन्म की तारीख के क्रम में व्यवस्थित किया जाना चाहिए और फिर बच्चों की पेंशन की अनुमति, 25 वर्ष से कम उम्र के, सबसे ज्यादा उम्र के दो बच्चो को दी जाती है । "
